publication_date,work,workLabel,researchers,researchersUrl
2013-10-01,http://www.wikidata.org/entity/Q60297642,Restoration potential of native forests after removal of Picea abies plantations,Vigdis Vandvik,../authors/Q42561055
2013-10-01,http://www.wikidata.org/entity/Q56755159,Whole-plant trait spectra of North American woody plant species reflect fundamental ecological strategies,Jens Kattge,../authors/Q56556463
2013-09-24,http://www.wikidata.org/entity/Q37236373,Adult and larval traits as determinants of geographic range size among tropical reef fishes.,Joshua S Madin,../authors/Q51171519
2013-09-18,http://www.wikidata.org/entity/Q57201014,Assessing above-ground woody debris dynamics along a gradient of elevation in Amazonian cloud forests in Peru: balancing above-ground inputs and respiration outputs,William Farfan-Rios,../authors/Q56423107
2013-09-17,http://www.wikidata.org/entity/Q57205189,"Deviation from symmetrically self-similar branching in trees predicts altered hydraulics, mechanics, light interception and metabolic scaling",Brian J. Enquist,../authors/Q47172478
2013-09-17,http://www.wikidata.org/entity/Q57614489,"Spatial patterns of above-ground structure, biomass and composition in a network of six Andean elevation transects",William Farfan-Rios,../authors/Q56423107
2013-09-16,http://www.wikidata.org/entity/Q22064495,Beyond dead trees: integrating the scientific process in the Biodiversity Data Journal,Daniel Mietchen,../authors/Q20895785
2013-09-12,http://www.wikidata.org/entity/Q24289534,"Massive structural and compositional changes over two decades in forest fragments near Kampala, Uganda",Vigdis Vandvik,../authors/Q42561055
2013-09-06,http://www.wikidata.org/entity/Q60297635,Do vascular plants and bryophytes respond differently to coniferous invasion of coastal heathlands?,Vigdis Vandvik,../authors/Q42561055
2013-09-05,http://www.wikidata.org/entity/Q34986389,On the reproducibility of science: unique identification of research resources in the biomedical literature,Melissa Haendel,../authors/Q28368079
2013-09-03,http://www.wikidata.org/entity/Q22064480,Revolving images and multi-image keys open new horizons in descriptive taxonomy: ZooKeys working examples,Daniel Mietchen,../authors/Q20895785
2013-09-01,http://www.wikidata.org/entity/Q58044272,Geoinformatics: Toward an integrative view of Earth as a system,Anne Thessen,../authors/Q47503085
2013-08-30,http://www.wikidata.org/entity/Q34978215,Ontology based molecular signatures for immune cell types via gene expression analysis,Melissa Haendel,../authors/Q28368079
2013-08-15,http://www.wikidata.org/entity/Q56755149,Impacts of trait variation through observed trait–climate relationships on performance of an Earth system model: a conceptual analysis,Jens Kattge,../authors/Q56556463
2013-08-11,http://www.wikidata.org/entity/Q34507252,Using landscape history to predict biodiversity patterns in fragmented landscapes,William D. Pearse,../authors/Q57179980
2013-08-07,http://www.wikidata.org/entity/Q57262411,Differential Effects of Oxidised and Reduced Nitrogen on Vegetation and Soil Chemistry of Species-Rich Acidic Grasslands,Vigdis Vandvik,../authors/Q42561055
2013-07-30,http://www.wikidata.org/entity/Q35010845,"Functional traits, the phylogeny of function, and ecosystem service vulnerability",William D. Pearse,../authors/Q57179980
2013-07-24,http://www.wikidata.org/entity/Q42561006,Conditional cold avoidance drives between-population variation in germination behaviour in Calluna vulgaris.,Vigdis Vandvik,../authors/Q42561055
2013-07-21,http://www.wikidata.org/entity/Q34838447,Effects of growth form and functional traits on response of woody plants to clearing and fragmentation of subtropical rainforest,Rachael V. Gallagher,../authors/Q62558788
2013-07-03,http://www.wikidata.org/entity/Q45924867,"Body masses, functional responses and predator-prey stability.",Florian Dirk Schneider,../authors/Q56576262
2013-07-03,http://www.wikidata.org/entity/Q57009801,How comparable are species distributions along elevational and latitudinal climate gradients?,Aud H. Halbritter,../authors/Q96096151
2013-07-01,http://www.wikidata.org/entity/Q51515753,Predicting invertebrate herbivory from plant traits: polycultures show strong nonadditive effects.,Jens Kattge,../authors/Q56556463
2013-06-26,http://www.wikidata.org/entity/Q44366766,An empirical assessment of tree branching networks and implications for plant allometric scaling models.,Brian J. Enquist,../authors/Q47172478
2013-06-25,http://www.wikidata.org/entity/Q57205193,Assessing the causes and scales of the leaf economics spectrum using venation networks inPopulus tremuloides,Brian J. Enquist,../authors/Q47172478
2013-06-23,http://www.wikidata.org/entity/Q60297641,"Invasion of Calluna heath by native and non-native conifers: the role of succession, disturbance and allelopathy",Vigdis Vandvik,../authors/Q42561055
2013-06-19,http://www.wikidata.org/entity/Q60297636,Succession after prescribed burning in coastalCallunaheathlands along a 340-km latitudinal gradient,Vigdis Vandvik,../authors/Q42561055
2013-06-13,http://www.wikidata.org/entity/Q34771311,Climate and litter quality differently modulate the effects of soil fauna on litter decomposition across biomes,Jens Kattge,../authors/Q56556463
2013-05-31,http://www.wikidata.org/entity/Q50950064,Effect of varying the concentrations of carbohydrate and milk protein in rehydration solutions ingested after exercise in the heat.,Joshua S Madin,../authors/Q51171519
2013-05-29,http://www.wikidata.org/entity/Q37493035,Novel form of X-linked nonsyndromic hearing loss with cochlear malformation caused by a mutation in the type IV collagen gene COL4A6.,Alexander Keller,../authors/Q21517397
2013-05-21,http://www.wikidata.org/entity/Q51165993,Understanding ecological variation across species: area-based vs mass-based expression of leaf traits.,Mark Westoby,../authors/Q43121038
2013-05-21,http://www.wikidata.org/entity/Q34732552,Use of large-scale acoustic monitoring to assess anthropogenic pressures on Orthoptera communities,Caterina Penone,../authors/Q56433897
2013-05-20,http://www.wikidata.org/entity/Q30454282,Only distance matters - non-choosy females in a poison frog population.,Alexander Keller,../authors/Q21517397
2013-05-16,http://www.wikidata.org/entity/Q57006661,phyloGenerator: an automated phylogeny generation tool for ecologists,William D. Pearse,../authors/Q57179980
2013-04-11,http://www.wikidata.org/entity/Q29470323,"The description of Alloxysta chinensis, a new Charipinae species from China (Hymenoptera, Figitidae)",Katja Seltmann,../authors/Q6069153
2013-04-02,http://www.wikidata.org/entity/Q34658365,"Sampling date, leaf age and root size: implications for the study of plant C:N:p stoichiometry",Jens Kattge,../authors/Q56556463
2013-04-02,http://www.wikidata.org/entity/Q56755141,Are trait-based species rankings consistent across data sets and spatial scales?,Jens Kattge,../authors/Q56556463
2013-03-22,http://www.wikidata.org/entity/Q60297643,Seedling emergence responds to both seed source and recruitment site climates: a climate change experiment combining transplant and gradient approaches,Vigdis Vandvik,../authors/Q42561055
2013-03-18,http://www.wikidata.org/entity/Q30707519,An ontology-based method for secondary use of electronic dental record data,Melissa Haendel,../authors/Q28368079
2013-03-18,http://www.wikidata.org/entity/Q30707762,From EHRs to Linked Data: representing and mining encounter data for clinical expertise evaluation,Melissa Haendel,../authors/Q28368079
2013-03-15,http://www.wikidata.org/entity/Q56755156,Nutrient input from hemiparasitic litter favors plant species with a fast-growth strategy,Jens Kattge,../authors/Q56556463
2013-03-14,http://www.wikidata.org/entity/Q28709618,Capturing chloroplast variation for molecular ecology studies: a simple next generation sequencing approach applied to a rainforest tree,Maurizio Rossetto,../authors/Q26714687
2013-03-06,http://www.wikidata.org/entity/Q60297634,Direct and size-dependent effects of climate on flowering performance in alpine and lowland herbaceous species,Vigdis Vandvik,../authors/Q42561055
2013-03-01,http://www.wikidata.org/entity/Q58044276,Synthesis of primary production in the Arctic Ocean: III. Nitrate and phosphate based estimates of net community production,Anne Thessen,../authors/Q47503085
2013-02-20,http://www.wikidata.org/entity/Q39343920,Physical dormancy in seeds: a game of hide and seek?,Vigdis Vandvik,../authors/Q42561055
2013-02-18,http://www.wikidata.org/entity/Q38368018,Utilizing descriptive statements from the biodiversity heritage library to expand the Hymenoptera Anatomy Ontology.,Katja Seltmann,../authors/Q6069153
2013-02-11,http://www.wikidata.org/entity/Q34625097,Local temperatures inferred from plant communities suggest strong spatial buffering of climate warming across Northern Europe,Vigdis Vandvik,../authors/Q42561055
2013-02-05,http://www.wikidata.org/entity/Q56755157,Simultaneous assimilation of satellite and eddy covariance data for improving terrestrial water and carbon simulations at a semi-arid woodland site in Botswana,Jens Kattge,../authors/Q56556463
2013-01-31,http://www.wikidata.org/entity/Q56459690,North Atlantic Islands with native and alien trees: are there differences in diversity and species-area relationships?,Vigdis Vandvik,../authors/Q42561055
2013-01-30,http://www.wikidata.org/entity/Q21090442,The move to open access and growth: experience from Journal of Hymenoptera Research,Daniel Mietchen,../authors/Q20895785
2013-01-28,http://www.wikidata.org/entity/Q57205194,Intra-specific and inter-specific variation in specific leaf area reveal the importance of abiotic and biotic drivers of species diversity across elevation and latitude,Brian J. Enquist,../authors/Q47172478
2013-01-24,http://www.wikidata.org/entity/Q56755151,Modeling the vertical soil organic matter profile using Bayesian parameter estimation,Jens Kattge,../authors/Q56556463
2013-01-17,http://www.wikidata.org/entity/Q36761979,An overview of the BioCreative 2012 Workshop Track III: interactive text mining task,"Melissa Haendel, Paula M. Mabee","../authors/Q28368079,Q47297444"
2013-01-16,http://www.wikidata.org/entity/Q28709523,The taxonomic name resolution service: an online tool for automated standardization of plant names,Brian J. Enquist,../authors/Q47172478
2013-01-14,http://www.wikidata.org/entity/Q43408867,"Correlations between physical and chemical defences in plants: tradeoffs, syndromes, or just many different ways to skin a herbivorous cat?",Brian J. Enquist,../authors/Q47172478
2013-01-09,http://www.wikidata.org/entity/Q36519057,Matching arthropod anatomy ontologies to the Hymenoptera Anatomy Ontology: results from a manual alignment,Katja Seltmann,../authors/Q6069153
2013-01-01,http://www.wikidata.org/entity/Q29396099,"Microsatellite variation for phylogenetic, phylogeographic and population-genetic studies in Lomatia (Proteaceae)",Maurizio Rossetto,../authors/Q26714687
2013-01-01,http://www.wikidata.org/entity/Q28681157,Compensatory base changes in ITS2 secondary structures correlate with the biological species concept despite intragenomic variability in ITS2 sequences--a proof of concept,Markus Ankenbrand,../authors/Q29076435
2013-01-01,http://www.wikidata.org/entity/Q21132373,Next-generation invaders? Hotspots for naturalised sleeper weeds in Australia under future climates,Rachael V. Gallagher,../authors/Q62558788
2013-01-01,http://www.wikidata.org/entity/Q21132459,Diverse microbiota identified in whole intact nest chambers of the red mason bee Osmia bicornis (Linnaeus 1758),Alexander Keller,../authors/Q21517397
2013-01-01,http://www.wikidata.org/entity/Q30640750,Human deforestation outweighs future climate change impacts of sedimentation on coral reefs.,Joshua S Madin,../authors/Q51171519
2013-01-01,http://www.wikidata.org/entity/Q58044277,"Data Conservancy Provenance, Context, and Lineage Services: Key Components for Data Preservation and Curation",Anne Thessen,../authors/Q47503085
2013-01-01,http://www.wikidata.org/entity/Q51609709,Inconsistent XML as a Barrier to Reuse of Open Access Content,Daniel Mietchen,../authors/Q20895785
2013-01-01,http://www.wikidata.org/entity/Q51612911,Convergence and deep homology in the evolution of spoken language,Daniel Mietchen,../authors/Q20895785
2013-01-01,http://www.wikidata.org/entity/Q21092516,ISCB computational biology Wikipedia competition,Daniel Mietchen,../authors/Q20895785
2013-01-01,http://www.wikidata.org/entity/Q56754971,Connecting the Green and Brown Worlds,Jens Kattge,../authors/Q56556463
2013-01-01,http://www.wikidata.org/entity/Q56755154,"Estimating Basal Area of Spruce and Fir in Post-fire Residual Stands in Central Siberia Using Quickbird, Feature Selection, and Random Forests",Jens Kattge,../authors/Q56556463
2012-12-20,http://www.wikidata.org/entity/Q56755155,"Harmonizing, annotating and sharing data in biodiversity-ecosystem functioning research",Jens Kattge,../authors/Q56556463
